-33,-40,-46
-4,43,-30
-49,21,-9
77,-29,32
-84,-21,-24
46,-39,-22
-1,-38,-59
65,9,56
0,-63,71
85,20,72
-46,-39,-69
-6,64,44
-59,85,36
6,88,8
-52,-87,-27
-42,-15,73
67,-65,-38
34,8,-76
37,7,-35
65,31,-28
75,-13,56
40,-78,-37
25,-29,-32
-66,-69,0
59,-3,-77
35,12,84
-72,71,12
31,-84,-18
66,-21,-64
78,-32,-31
-88,68,-16
29,76,-80
-69,88,83
66,-74,84
-65,-34,59
-29,5,19
-46,51,-5
34,-15,-41
-31,-31,-43
55,-24,36
-12,-45,61
35,-83,-62
-16,-89,88
-24,-33,77
-83,-58,-48
52,83,27
42,55,-27
-80,-3,-65
73,-17,-25
22,68,70
-17,64,75
66,-60,2
-18,-38,1
10,84,2
38,69,-25
52,-81,40
-21,-66,-36
-80,-27,-33
24,-20,-45
-13,-67,-24
-69,-73,71
4,-80,-88
16,-56,67
34,-36,-23
-1,-8,-31
4,23,19
5,-35,-42
-36,22,17
-62,-2,-71
-43,-37,-56
43,62,1
-4,89,-25
-68,-26,21
30,33,-8
47,-67,69
-42,-35,89
-58,-85,-2
-18,-66,41
-20,26,-19
61,48,36
34,33,-11
-14,-5,-71
88,-81,-18
-23,41,-50
-57,89,77
-73,-20,15
32,47,-88
-49,61,9
-51,-64,83
-7,-37,85
-55,3,30
-64,-15,-19
-51,43,-75
-85,1,-51
-11,-57,28
68,56,-64
67,79,-9
43,-30,78
29,-18,-86
-14,31,-86
16,-55,-32
-51,17,55
9,64,55
-13,59,-24
84,73,-60
33,11,10
87,9,48
66,76,74
40,33,85
2,-61,46
-80,23,-66
-5,65,-19
41,67,4
-84,25,58
-63,-40,-67
-77,9,-17
-5,72,79
-63,25,66
-9,77,-13
74,43,-32
-22,44,-46
49,-12,70
30,-73,-4
48,-43,-45
65,-82,-74
-15,-11,54
71,-15,-20
-11,-27,-14
76,64,-8
1,-31,20
48,41,-32
5,79,-2
11,-8,-3
69,88,0
-38,0,-28
-20,-66,48
-39,-57,49
-8,77,-33
-89,58,-15
85,-14,21
-43,75,65
41,-59,-5
-23,-34,8
-12,83,-21
-45,70,4
-24,-54,-60
-3,-62,-52
-42,-41,56
-71,-26,-76
-23,78,62
55,-34,40
-43,74,-75
-44,89,30
80,61,-26
-14,-29,-45
46,-51,42
-85,63,29
59,1,-62
-26,54,-88
80,31,-34
-24,-45,87
-74,78,76
84,-3,42
27,-52,14
-36,86,15
50,-67,81
-72,33,65
-44,29,-40
-23,-75,-41
-41,21,-66
-26,-49,-52
19,-38,-77
-32,36,44
7,70,-54
49,42,86
-36,-75,20
-31,-59,-32
-89,-13,-61
84,-66,55
1,26,71
47,79,-44
-84,-17,89
-82,-37,-39
31,-68,-57
45,66,-82
-75,-86,-52
-37,-75,-32
69,-45,30
17,72,20
9,1,2
-10,-80,-35
-51,-26,-65
-70,89,-8
71,-82,-32
-55,31,-66
-83,-80,-45
-11,21,-9
19,-53,-16
-70,53,-87
26,73,39
82,-86,1
-23,-36,56
52,-42,-68
-61,0,24
-58,15,29
-6,27,-57
72,26,5
-23,41,-8
-27,1,38
36,-24,-2
-10,-34,41
18,86,-24
-22,-70,0
-69,9,-26
-76,-53,-21
-1,11,-72
7,-72,78
-11,0,-14
-55,-44,31
24,62,13
10,-72,53
57,69,54
-71,-11,63
-36,80,-74
83,-5,75
24,43,15
-4,-53,16
-68,79,-75
-3,51,85
-57,-52,9
-72,53,74
-68,82,-7
-20,71,24
33,-44,56
-79,-55,79
-44,33,55
-60,-42,47
-20,-21,-20
51,21,-87
63,39,-80
-25,-35,-66
77,6,51
71,84,-53
77,35,15
88,-67,43
2,59,-11
42,-73,-37
84,-52,22
-2,62,76
28,74,-64
-88,37,-77
21,18,41
50,87,88
-63,59,-20
5,-77,-6
53,-76,85
-67,-80,-13
87,19,64
68,-89,60
-25,-4,78
25,-18,-79
-66,80,88
-9,-41,66
-28,48,5
67,61,40
-63,-10,55
54,-62,-35
67,46,-28
-36,68,60
16,11,-42
-60,-44,-43
-35,-28,84
11,51,-31
-68,-17,15
49,-78,54
75,10,3
23,12,71
20,-47,-8
50,74,-47
20,76,-83
-22,-49,-51
-27,46,30
39,23,-66
54,16,-42
-88,52,53
20,-5,23
-88,-60,-57
75,52,-72
-5,51,81
57,77,-32
58,87,62
61,72,-36
-40,87,-28
77,-47,-27
53,-27,6
27,36,17
-25,31,-2
-73,-17,0
-77,4,-2
-35,-83,54
39,35,-77
6,15,-58
66,80,56
-71,60,64
-1,-69,-30
-46,-88,-34
-78,-81,-71
20,48,-22
79,11,-43
44,-81,89
-63,41,-71
10,87,-54
-34,59,15
21,43,65
-82,13,-14
-87,23,-13
13,43,26
84,67,82
-74,68,81
-57,58,42
64,30,-47
69,3,38
-54,37,80
27,-51,-49
2,52,62
81,-46,86
-5,-7,-13
55,0,2
-28,-31,12
-10,-88,-35
-53,48,-24
71,73,-7
41,55,81
59,-52,0
63,69,12
-81,76,-26
50,-5,-67
-53,-49,67
77,4,20
-63,59,11
-46,-4,-53
75,-82,23
83,61,-14
-89,-11,-56
-57,33,-62
85,84,67
81,-55,-87
-68,-49,-9
-56,20,21
30,-84,82
-23,34,14
-16,-4,53
-78,-76,-65
-44,25,27
89,51,61
-66,-3,-51
89,-77,39
58,76,47
63,55,64
61,12,1
17,-71,60
1,-3,-28
-18,-84,-24
83,-13,-49
76,38,-84
-11,-84,0
28,-45,-11
-66,43,88
5,-23,-27
12,-60,-64
85,38,-47
67,-3,27
-24,-4,67
-84,57,68
85,1,73
-59,-14,-34
89,70,-45
85,25,8
56,-86,26
-43,40,89
-50,-3,89
-75,-33,50
0,67,14
-81,-88,2
-21,76,5
54,41,-80
20,-78,14
-41,71,12
63,63,33
85,-49,-56
73,-87,77
-25,18,-8
43,-72,53
-17,-28,-31
-57,74,83
-70,-7,26
-69,72,51
-13,-71,11
-72,-69,-59
-68,-11,64
-11,4,87
-72,-20,-78
-18,51,59
-72,-56,-56
79,52,52
-1,82,68
26,-57,-48
41,-38,47
76,-38,48
32,78,77
10,-21,41
-59,-80,-59
-60,-13,4
14,-76,43
-20,77,23
31,62,72
-65,51,-17
12,10,41
12,-39,31
-14,25,29
21,-53,0
-64,58,-22
-75,48,61
-2,2,-78
0,-70,-50
24,85,45
-71,-34,67
5,-19,54
-45,-5,7
67,88,54
47,-15,89
15,-87,-44
6,-71,-56
-8,-74,79
20,48,-75
-41,-33,-84
-65,80,-77
77,56,-8
17,-43,-67
15,-83,-30
-87,-2,-7
-64,-1,-18
-86,-35,-72
78,-1,-40
-66,84,-25
76,33,37
56,72,-83
-11,-34,23
67,47,-11
36,60,69
37,-64,-65
-47,-84,9
52,38,-38
0,82,49
-77,43,-50
71,40,-86
-17,-73,89
42,39,-14
-79,9,-83
68,8,20
70,-21,2
-81,56,0
-49,-66,16
0,-85,-5
48,-70,60
7,69,42
-34,83,65
66,-10,13
62,7,63
62,-74,-56
-77,75,49
11,9,-55
-80,-55,-48
-15,30,-84
-88,-23,57
-77,75,-21
-58,-82,-45
-15,0,-42
79,67,6
81,42,-2
80,41,-86
13,71,-8
-38,4,-15
-29,-43,76
35,41,-74
-82,-49,67
69,41,-53
-34,-8,-75
6,-34,70
-80,-84,-41
-33,-23,86
39,77,-28
85,76,86
35,64,70
80,31,-41
-47,23,-21
-23,27,-30
-76,73,-56
70,-23,0
9,-5,35
-65,-72,46
-25,29,20
-66,78,52
-83,-40,31
44,-80,70
76,0,56
-11,49,60
-26,38,-38
-53,-26,57
48,-87,46
-48,57,43
-64,64,17
-89,-56,58
-36,32,-80
61,-32,-41
-72,9,12
-45,85,45
56,-55,32
-41,77,-73
31,80,56
6,1,31
-4,14,-34
-56,-39,-3
19,2,39
83,69,-53
31,27,30
34,81,-69
21,76,-58
79,-45,64
63,-13,87
68,-51,-74
28,-84,67
86,81,-33
53,34,-48
63,-45,8
65,-28,2
0,-37,77
-3,-60,44
36,80,68
71,-70,61
61,2,82
53,89,-44
-29,11,17
-62,19,69
-83,-5,50
-35,45,64
-33,-46,-6
-5,-31,-29
62,-36,-60
-20,43,-81
35,78,77
-55,5,-57
-2,-67,76
-68,-21,74
35,76,-70
-7,86,5
-88,81,86
38,-88,70
11,-71,-54
86,20,19
-52,-78,-56
-43,-46,57
83,73,-61
81,27,-17
52,-53,-34
-22,16,-2
-31,-42,63
67,-27,52
40,27,0
-16,-52,-45
15,47,-21
-76,77,3
-6,75,-67
15,81,88
-70,25,60
-41,58,-49
-46,87,-75
-70,0,75
14,88,-84
-30,32,-56
-25,-56,45
36,85,8
-8,-61,-76
59,-63,-46
-65,-83,78
-44,-64,-49
28,-73,-55
-14,29,52
-26,-26,-40
81,-45,82
62,-65,41
-3,-53,-79
-30,5,47
-30,31,12
-68,21,-39
77,23,-47
-55,-12,-89
60,-15,80
6,0,-84
26,82,21
30,13,42
-42,-66,-55
66,-35,-89
-35,-14,22
6,-59,-41
18,-75,-84
-82,38,-75
-77,-45,-31
22,-26,-31
85,-7,-85
9,23,20
-79,-54,26
-52,15,65
50,-20,-44
-41,51,-27
20,-10,-36
8,-82,-7
-58,-38,84
-63,-80,-89
13,17,-38
62,43,30
13,64,44
-80,-41,-67
-62,-48,-57
61,33,86
-84,-36,71
0,-6,-17
-69,-59,-41
73,-27,-17
-75,-29,-4
-43,-35,-50
-41,84,-8
-51,-1,44
22,50,-33
-42,-5,-43
41,39,7
45,6,-79
32,-18,-68
-79,-72,12
-55,43,-70
-61,42,-77
-67,-81,50
-26,73,73
-23,46,-9
40,65,64
0,-65,-67
-55,59,75
-22,-61,-6
-48,51,-17
26,-70,62
-18,-71,19
-38,-16,-84
-85,-38,-23
-13,58,22
41,40,-76
-24,27,41
34,51,83
75,21,12
-72,-18,4
-29,-37,-41
18,-49,-63
-84,-25,24
23,55,28
-81,18,-77
-61,37,-85
13,-78,-37
21,28,-5
-60,-56,55
-52,-1,59
56,24,56
-86,-79,46
66,39,-47
45,17,-30
79,4,-78
-13,49,-58
-17,88,-64
26,-62,-17
61,-33,29
76,-37,-33
-33,-60,25
77,87,49
42,-55,-25
-11,-47,41
-11,-87,-56
5,-81,-88
-41,5,28
33,-25,39
71,75,61
-26,0,34
-44,53,-77
-75,25,76
-16,-53,-63
43,-50,-86
67,2,12
89,-66,44
-64,52,83
-11,-85,61
-19,-77,78
-83,47,71
16,-39,-76
-52,-15,-28
64,27,-26
-64,-51,-32
-18,-72,76
71,-71,-18
29,47,82
24,-14,80
-15,82,37
57,-12,-58
-30,-54,46
14,74,-74
18,-78,-77
-4,-63,-46
33,-23,-89
8,26,48
45,-68,51
64,5,37
-49,-84,-36
62,-26,25
12,44,-7
-33,18,64
63,-34,-26
-72,82,-30
-12,11,53
-32,0,5
83,38,83
-81,15,-36
72,44,-61
87,66,-37
88,-51,-25
64,-53,-48
-72,22,66
-47,-81,19
-5,10,31
2,-18,-82
-80,-21,8
-26,67,20
14,72,-74
53,-16,-51
-81,73,-35
-56,-80,85
44,-57,-25
15,-44,-16
41,-78,8
-41,-84,-43
-58,74,-88
-61,63,51
-11,17,74
-10,34,1
-88,72,52
82,-22,-22
69,89,-36
-89,70,-88
12,-86,77
56,-15,-23
42,-85,41
-48,-59,61
-2,-28,81
6,72,-37
68,50,11
39,15,-49
58,-30,75
-88,47,47
29,-82,82
70,-13,10
-13,18,39
-48,-79,-23
23,-25,45
-68,-50,-15
-55,-21,-45
51,44,6
57,-77,-15
-20,7,-33
67,75,0
84,10,18
63,-81,9
-40,40,30
-15,-71,-40
89,23,-35
84,-63,73
34,34,-18
23,-8,84
-14,-62,37
58,60,29
-29,-14,-71
20,80,10
-69,38,-89
25,24,63
-36,23,66
68,61,-49
15,-37,16
29,-32,-88
-63,-2,82
47,-29,64
2,87,41
60,-1,81
29,-35,-56
-42,74,-6
84,-85,89
-8,7,-45
-64,-62,-57
55,-12,-63
14,-28,-16
-39,86,31
40,-34,28
-82,-52,37
37,-68,66
69,-62,-56
81,-32,-20
-24,36,6
-37,59,24
-81,-22,8
21,-75,77
47,-44,87
14,-69,64
-60,83,19
41,-16,57
45,-84,41
5,25,-5
35,-24,75
44,-84,59
-46,13,19
-31,-53,-1
33,-25,21
43,88,34
42,49,-71
-51,67,-41
87,45,30
20,34,35
50,-57,41
-22,-42,85
79,37,-19
20,-39,-81
86,87,43
-8,35,-20
19,71,12
20,-38,79
48,55,58
0,70,28
59,-88,75
87,-76,-21
62,-51,-34
68,21,41
-42,65,84
-41,81,-5
-4,-77,-2
81,-22,72
25,18,41
-77,-31,-6
-53,-19,16
43,-69,-45
12,80,38
-32,44,16
3,-68,-22
-16,-17,10
6,-67,54
62,-3,16
-46,-84,-87
-32,38,-38
1,-54,-58
49,-83,21
7,-46,75
79,-19,62
27,23,-13
-7,67,47
44,45,-73
-6,-39,84
-36,83,4
63,67,26
-81,-7,50
-36,-68,-29
67,40,-18
-19,73,46
73,14,-46
-41,-20,-9
-64,61,51
70,74,51
54,-7,83
-31,49,17
-16,11,40
82,-78,16
64,12,-31
-42,-36,78
26,42,-74
-83,63,31
-62,-82,-33
78,-28,89
-14,-71,13
-1,70,-48
63,-87,-69
31,-15,-62
-78,-70,-83
-60,10,-62
-75,-75,49
-71,10,82
77,-89,55
4,-73,21
14,66,83
13,44,-34
88,-37,3
-47,75,-86
53,43,-74
-43,76,78
70,-23,49
-53,53,11
-59,-19,54
-28,-2,11
8,-50,67
-84,-5,47
39,-88,-18
39,56,39
-59,-21,-25
-8,54,-4
-10,21,3
-80,52,41
0,-41,27
-75,-44,-18
-62,73,57
62,88,64
8,29,-67
-59,-7,-19
18,-9,-24
-84,19,8
-74,-37,-26
21,-65,55
20,60,-33
-74,-84,-5
49,19,14
22,-37,-82
-48,-65,-45
63,-29,-75
-22,-46,13
84,0,18
58,21,2
70,-35,-37
53,62,-86
15,28,33
17,18,-83
-30,-28,9
13,-75,29
0,69,-8
-45,-37,59
-81,-80,49
84,-8,-67
-63,3,15
-37,49,45
-11,-69,-84
-32,-55,2
27,-63,44
68,15,13
-9,-44,-60
83,-38,-73
76,19,-10
77,17,26
-53,-66,0
13,-18,87
3,-72,61
35,35,36
-59,44,-77
-25,35,68
78,-81,3
10,-72,79
2,-77,-21
-88,11,24
-77,54,-27
2,-89,-82
39,22,-37
-56,-27,-79
-34,-58,46
-1,-16,-87
-45,63,58
0,-86,42
38,-70,-22
-6,40,3
-87,9,62
72,3,0
1,80,84
-65,38,-20
39,-62,71
14,60,5
79,42,-15
64,26,-82
0,-16,-31
12,36,4
-12,-50,-49
-55,-72,-57
-56,80,55
-30,-74,10
-26,-52,72
42,65,-87
-5,-84,14
-74,-64,62
10,5,46
-1,-25,83
75,21,-3
22,-29,60
8,34,-31
-62,63,52
40,78,78
77,4,-30
19,73,-66
-27,22,-31
73,-68,50
-73,-80,44
-37,-21,75
-53,75,81
31,-40,33
-18,0,-5
23,51,23
66,23,-38
-6,63,58
33,-24,84
25,-76,69
-31,51,41
68,-73,7
-44,-1,13
-13,-74,41
51,25,-4
-14,38,-48
44,-73,84
-15,7,-87
54,5,1
58,-84,68
-50,-38,67
0,26,-71
-54,-84,88
65,-62,13
-22,-80,-39
64,-65,48
43,-87,-74
5,-12,-8
4,-87,-86
-29,-87,42
-34,14,73
40,-10,-40
9,0,-4
18,-24,77
28,-71,-80
48,-60,24
-12,-42,6
5,-28,-36
39,29,29
-62,-58,82
-47,30,10
37,71,50
-3,-71,55
46,-68,82
-78,27,-55
32,-22,5
52,-87,-65
61,62,45
-85,-13,9
6,52,-69
59,72,48
-70,-57,8
45,81,0
15,-77,-29
68,13,77
3,-4,-51
-37,61,1
-58,-75,58
-76,32,42
-16,69,65
-44,20,-49
52,33,-12
38,66,4
29,-38,85
-55,-7,-41
62,-16,-81
-42,0,41
65,66,-44
31,-33,71
33,-77,-19
-62,-60,37
64,32,76
-16,-10,-17
71,-81,-47
-25,18,-35
-66,65,73
25,-14,60
79,-37,-71
-57,-79,15
62,63,-65
-81,46,-75
-77,15,-29
87,-16,-47
-83,-18,-18
88,-41,-47
81,67,59
-29,66,-66
-58,-66,25
18,45,35
-24,49,-31
74,-49,73
-47,-52,-9
-39,-50,-18
-25,-11,3
-73,-80,-11
39,27,64
58,24,-53
-81,-63,-23
-61,-81,69
-37,-34,41
-35,-87,-77
19,-38,60
49,-34,-35
35,4,-51
-33,77,-5
-2,-19,-19
0,66,19
47,88,74
-29,-33,74
-79,-75,87
-23,19,-38
22,28,-69
-16,-53,-44
-82,-1,-30
53,-53,76
0,-65,-27
65,-44,-81
42,-52,-31
22,-72,-49
70,-86,-31
1,-30,86
-61,-64,84
79,-47,-69
-16,-61,-86
40,77,-52
-85,-20,59
34,-72,-77
57,50,14
-11,57,-30
-72,34,18
-72,-49,41
59,-18,56
-40,58,50
78,17,25
39,78,-23
38,-19,0
-58,6,-18
-76,20,-40
-11,11,-65
77,-88,14
-87,63,-63
43,67,48
-82,-85,41
14,74,-17
17,36,57
18,-39,87
61,58,75
23,70,-20
15,37,-29
-76,0,-36
46,12,-62
-46,16,59
55,-24,59
-64,-2,51
34,47,47
-16,-60,-89
49,19,17
11,-22,56
-50,52,24
-25,-7,-5
23,16,58
-28,-75,-69
-64,-1,16
21,44,-16
21,58,40
-2,28,-41
-28,-33,-61
-73,25,-75
57,56,38
28,30,4
44,-67,-64
0,83,60
-82,11,-36
-56,-70,19
-20,-74,36
48,-59,14
-58,58,-55
0,3,-37
-32,41,85
-3,74,81
-39,-16,-4
84,1,-5
55,84,-89
71,24,4
51,-25,-33
-30,-75,-61
46,53,6
-43,-78,-80
-4,-58,-7
-45,36,57
77,-38,75
10,0,-8
83,81,-46
57,60,64
42,37,21
56,84,-87
81,-3,-5
74,-69,37
-8,24,-89
60,-88,29
64,76,-61
6,-39,43
-23,70,-25
69,43,88
-76,31,22
-80,63,60
-85,-47,50
73,37,-83
-66,47,-81
-78,32,65
35,-51,5
3,70,-40
-56,-84,12
-58,-86,40
-76,33,79
51,11,17
33,-59,-64
89,-61,23
1,-1,-28
-5,72,-69
29,-75,-75
46,51,-9
-49,55,-55
7,-56,-73
32,6,88
-53,-31,-70
-71,38,-2
6,-32,9
88,5,3
12,65,-35
33,63,17
13,-48,0
-80,55,80
45,72,82
-47,-35,-84
-28,-71,9
-19,-14,-55
-65,-28,89
-3,-76,36
-31,-84,67
24,-75,-9
66,-29,53
-47,45,34
-37,13,-34
-55,28,-77
50,80,-74
-86,-75,-49
33,52,-23
89,46,32
-11,-87,15
-3,-27,-22
-39,78,-22
-73,3,-13
69,81,-65
-80,-23,17
-85,48,-7
83,41,9
7,72,53
-66,-43,54
-29,-62,-64
-53,-14,74
4,-81,-3
23,-9,-38
0,-46,-52
-10,58,-19
-88,-87,-81
-13,12,82
-76,-48,47
40,27,-39
-4,-11,-28
88,-77,78
-34,14,44
-81,-33,34
-29,4,54
-37,-3,-19
80,-46,-63
38,-56,58
66,73,-10
53,69,31
57,12,-1
-76,7,-18
-26,-53,-12
-15,-48,73
74,-61,4
-26,37,-48
20,51,1
-48,-1,-68
52,21,-13
52,-12,16
44,15,-78
-83,-5,-15
-52,69,-31
85,-23,-26
-65,-42,53
-32,25,-27
-87,-75,-49
88,84,-43
9,-23,84
65,13,11
-62,33,86
0,-55,-61
52,36,-66
39,64,-12
80,64,65
87,83,-4
-5,-84,38
-65,65,-79
75,-28,61
-79,69,44
-18,39,-65
19,52,-62
21,-79,36
11,-37,-70
70,29,80
-79,45,-30
-71,85,-45
75,56,-88
-56,-1,5
3,20,55
-64,-64,53
34,-68,71
-68,-55,28
-29,40,-82
12,-26,-10
-71,45,17
-84,67,-6
75,-4,33
71,4,25
75,-14,-55
61,13,-19
-25,-83,-5
8,-77,35
-71,20,47
-71,-85,43
71,31,-9
-81,-66,-55
-72,84,60
76,83,18
46,-78,-60
29,-17,4
-85,81,-7
-6,-10,58
27,1,-41
29,-41,43
77,54,67
53,-74,49
49,73,22
71,69,2
-3,-40,34
20,-53,-85
51,76,83
-66,-13,-80
-80,-69,-69
-58,-86,-45
-55,-40,65
9,-72,-1
4,-37,-57
-62,12,42
-83,29,50
45,-26,73
35,42,-68
-85,-12,-17
36,31,-38
-76,-18,-60
-52,9,84
-24,-66,88
-74,-89,17
32,-66,70
-64,3,31
0,-26,81
9,2,-68
78,8,55
62,-84,35
61,48,20
58,-11,9
-77,11,-66
9,37,85
-47,-69,64
-29,29,-16
-12,24,-55
43,-14,43
-27,6,-61
-50,9,-68
-13,69,73
-39,32,35
49,49,-68
-26,-55,12
-22,-23,-47
-40,-33,-50
61,-40,-11
83,68,-7
-2,-6,75
-18,-56,-81
69,54,-16
26,45,-27
-19,-61,48
-47,-41,-67
-58,71,78
-49,42,-15
69,82,44
-12,50,45
-83,3,-1
30,22,14
-87,15,18
-53,-50,-60
-72,-71,-39
-51,-80,-48
-43,30,0
-20,47,-29
-70,63,-64
-46,-8,-20
-45,0,54
19,61,-77
-37,-27,9
2,-71,-32
40,-21,-12
5,61,36
-57,46,-26
-37,46,-86
-22,-69,-84
-17,5,34
-18,44,88
67,64,-15
3,-7,83
-15,22,-52
29,-41,24
60,-5,13
80,-65,-27
-85,22,-26
76,76,-79
89,46,-20
85,85,-27
55,45,-42
36,-62,84
-50,53,84
-10,9,38
-58,-35,-87
34,-73,18
-55,-73,36
-6,-63,-69
48,18,-62
-82,87,10
52,-73,43
83,5,46
38,9,-21
-74,53,-6
-27,46,-4
-42,-25,-42
-52,79,-37
-57,-39,59
89,5,-69
-46,-35,-9
-59,29,69
-84,57,0
-73,0,-81
51,-34,25
-44,82,1
-1,-84,53
7,-72,-27
31,-37,64
13,10,89
66,44,40
76,-8,-80
0,55,-49
-18,74,-58
-10,27,55
17,46,67
-41,-27,-39
23,-80,-72
-18,61,-57
-18,-10,63
-64,73,1
-13,56,33
-47,70,-86
4,78,-42
75,21,15
-46,-13,86
28,62,19
-44,53,14
70,-9,-38
55,-24,57
-82,89,84
-78,-77,-54
43,11,-62
6,13,-38
-52,22,-6
-3,23,-43
-66,32,18
14,42,21
83,36,-23
-39,-62,-82
9,1,-51
-44,16,77
-30,-3,-60
69,-65,45
7,34,45
-72,-30,-34
-68,21,-73
10,-54,67
-58,88,89
-5,2,-57
38,-86,41
-36,15,-52
44,22,64
-49,-21,56
-36,-2,-17
87,-66,82
4,83,67
-13,83,47
-44,15,74
63,45,50
13,69,88
-43,-30,-68
-1,-36,68
-11,-35,2
-85,1,-32
-49,-3,-8
-15,-8,-5
-23,16,70
47,7,-20
53,-9,-12
-41,-32,-84
7,60,3
53,-45,-86
-57,-76,49
-32,35,83
60,60,-21
24,85,60
-31,36,36
10,-84,86
67,85,3
20,71,-74
-53,81,-55
-85,-61,55
-75,-23,46
78,32,-28
67,60,-9
-10,-48,46
-52,-43,1
82,-39,39
75,5,-50
-21,41,-62
-43,-87,-57
32,66,-27
24,59,-82
68,-34,80
20,-76,-67
76,74,-89
-76,50,-71
0,78,10
-34,-15,-50
-2,-2,-89
-3,12,0
-62,-76,-19
69,-64,-29
-49,-68,75
-54,-68,-39
-86,-15,-88
-21,60,-65
7,14,-76
-24,-44,-17
67,16,-67
53,12,29
-84,64,-1
52,-37,1
-86,5,-89
-40,-69,-50
-42,49,-22
-54,11,-58
-83,18,43
-46,81,27
-21,7,-38
-47,70,-45
25,-25,-2
62,-85,-31
47,-73,39
64,-89,67
-26,-25,-59
-11,-81,88
75,-32,-33
12,76,-45
-32,7,68
75,-77,-26
26,-32,-38
-12,-53,-41
-24,42,-24
4,80,-53
51,59,15
-2,-71,-63
-71,-63,-72
11,29,-84
-86,-36,57
-34,33,-31
28,-71,-63
36,11,76
-78,20,57
-20,-25,-19
81,49,84
-69,24,-53
71,4,-75
-44,4,59
-4,-88,-16
75,50,-45
-5,-6,-39
0,63,18
-70,60,50
-24,67,19
43,-74,63
-41,10,-23
10,25,28
52,-65,12
-1,22,-29
-1,-21,-60
54,69,-45
-59,-55,-75
-89,36,-2
-40,1,-32
-10,79,-36
-22,49,18
-85,7,-58
-14,86,-62
-3,-29,14
-30,88,68
-8,-61,-2
60,-83,-19
-38,89,-77
-72,89,-53
52,-16,53
-88,-36,-44
-31,40,-18
2,-86,62
46,-56,49
-51,6,-69
-58,-45,-14
-40,2,-26
73,-72,-87
-14,69,-32
-76,-53,-77
78,10,-12
6,-73,-41
86,41,84
-63,-82,40
-2,1,-57
-39,48,-30
46,88,57
1,-58,88
38,85,22
-60,18,-34
79,-55,-81
53,-47,45
69,87,-53
64,-37,-1
22,36,-62
-7,-37,-54
16,-9,-22
-87,9,24
54,67,-81
-83,83,76
63,-57,-8
-18,-1,40
54,-38,27
-6,85,-29
31,11,-77
-66,27,-16
28,-67,3
-61,-2,-38
-66,-85,-44
